cancel	mean_k	vec	norm	lam	λB	λW	AUC_T	AUC_P	AUC_Tpos	AUC_Tneg	AUC_Ppos	AUC_Pneg	AUC_sum
false	false	false	2	1	0.0	0.01	1.0	0.9166666666666666	1.0	1.0	0.8571428571428571	1.0	5.773809523809524
true	false	false	2	1	0.0	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
false	true	true	0	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	true	0	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	true	0	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	true	0	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	false	0	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	false	0	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	false	0	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	false	0	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	true	1	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	true	1	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	true	1	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	true	1	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	false	1	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	false	1	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	false	1	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	false	1	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	true	2	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	true	2	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	true	2	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	true	2	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	false	2	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	false	2	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	false	2	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	false	2	2	0.0	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	true	0	3	0.0	0.01	1.0	0.75	1.0	1.0	1.0	0.7142857142857143	5.464285714285714
true	true	true	0	3	0.0	0.01	0.9	0.8333333333333334	1.0	1.0	0.1428571428571429	0.7142857142857143	4.59047619047619
false	false	true	0	3	0.0	0.01	0.9500000000000001	0.8333333333333334	1.0	0.9090909090909091	0.2857142857142857	1.0	4.978138528138529
true	false	true	0	3	0.0	0.01	1.0	0.75	1.0	1.0	1.0	0.7142857142857143	5.464285714285714
false	true	false	0	3	0.0	0.01	1.0	0.5	1.0	0.09090909090909094	0.2857142857142857	0.5714285714285714	3.4480519480519476
true	true	false	0	3	0.0	0.01	0.9	0.4166666666666667	1.0	0.8181818181818181	0.7142857142857143	0.5714285714285714	4.42056277056277
false	false	false	0	3	0.0	0.01	1.0	0.9166666666666666	1.0	1.0	0.1428571428571429	1.0	5.059523809523809
true	false	false	0	3	0.0	0.01	0.9500000000000001	0.6666666666666667	1.0	1.0	0.4285714285714286	0.7142857142857143	4.7595238095238095
false	true	true	1	3	0.0	0.01	0.9500000000000001	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.330952380952381
true	true	true	1	3	0.0	0.01	0.9500000000000001	0.4166666666666667	1.0	0.9090909090909091	0.1428571428571429	0.7142857142857143	4.132900432900433
false	false	true	1	3	0.0	0.01	1.0	0.8333333333333334	1.0	1.0	1.0	0.1428571428571429	4.976190476190476
true	false	true	1	3	0.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	true	false	1	3	0.0	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.3809523809523805
true	true	false	1	3	0.0	0.01	0.9500000000000001	0.6666666666666667	1.0	0.9090909090909091	0.2857142857142857	0.5714285714285714	4.382900432900433
false	false	false	1	3	0.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	false	false	1	3	0.0	0.01	0.9500000000000001	0.6666666666666667	1.0	0.9090909090909091	1.0	0.8571428571428571	5.382900432900433
false	true	true	2	3	0.0	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.380952380952381
true	true	true	2	3	0.0	0.01	1.0	0.5	1.0	1.0	0.7142857142857143	0.8571428571428571	5.071428571428571
false	false	true	2	3	0.0	0.01	1.0	0.75	1.0	1.0	1.0	0.7142857142857143	5.464285714285714
true	false	true	2	3	0.0	0.01	1.0	0.4166666666666667	1.0	1.0	1.0	0.2857142857142857	4.7023809523809526
false	true	false	2	3	0.0	0.01	1.0	0.5833333333333334	1.0	1.0	0.8571428571428571	0.7142857142857143	5.154761904761905
true	true	false	2	3	0.0	0.01	1.0	0.75	1.0	1.0	1.0	0.8571428571428571	5.607142857142857
false	false	false	2	3	0.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	false	false	2	3	0.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	true	true	0	4	0.0	0.01	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	5.916666666666666
true	true	true	0	4	0.0	0.01	0.9500000000000001	0.6666666666666667	1.0	0.9090909090909091	1.0	0.8571428571428571	5.382900432900433
false	false	true	0	4	0.0	0.01	0.9500000000000001	0.75	1.0	1.0	0.1428571428571429	0.1428571428571429	3.9857142857142858
true	false	true	0	4	0.0	0.01	1.0	0.33333333333333337	1.0	1.0	0.2857142857142857	0.2857142857142857	3.9047619047619047
false	true	false	0	4	0.0	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.380952380952381
true	true	false	0	4	0.0	0.01	1.0	0.8333333333333334	1.0	1.0	1.0	0.8571428571428571	5.690476190476191
false	false	false	0	4	0.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	false	false	0	4	0.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	true	true	1	4	0.0	0.01	0.9500000000000001	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.330952380952381
true	true	true	1	4	0.0	0.01	1.0	0.5833333333333334	1.0	1.0	0.0	0.4285714285714286	4.011904761904762
false	false	true	1	4	0.0	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.3809523809523805
true	false	true	1	4	0.0	0.01	1.0	0.6666666666666667	1.0	1.0	0.1428571428571429	0.4285714285714286	4.238095238095238
false	true	false	1	4	0.0	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.3809523809523805
true	true	false	1	4	0.0	0.01	1.0	0.6666666666666667	1.0	1.0	0.2857142857142857	0.5714285714285714	4.523809523809524
false	false	false	1	4	0.0	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.380952380952381
true	false	false	1	4	0.0	0.01	1.0	0.5833333333333334	1.0	1.0	1.0	0.7142857142857143	5.2976190476190474
false	true	true	2	4	0.0	0.01	0.9500000000000001	0.6666666666666667	1.0	0.9090909090909091	0.1428571428571429	1.0	4.668614718614719
true	true	true	2	4	0.0	0.01	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	5.916666666666666
false	false	true	2	4	0.0	0.01	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	5.916666666666666
true	false	true	2	4	0.0	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
false	true	false	2	4	0.0	0.01	1.0	0.5833333333333334	1.0	1.0	0.7142857142857143	0.8571428571428571	5.154761904761905
true	true	false	2	4	0.0	0.01	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	5.916666666666666
false	false	false	2	4	0.0	0.01	0.75	0.5833333333333334	1.0	0.9090909090909091	0.1428571428571429	0.5714285714285714	3.9567099567099566
true	false	false	2	4	0.0	0.01	0.85	0.75	1.0	0.2727272727272727	0.1428571428571429	0.5714285714285714	3.5870129870129865
false	true	true	0	0	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	true	true	0	0	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.8571428571428571	5.523809523809524
false	false	true	0	0	0.01	0.01	1.0	0.5	1.0	1.0	0.4285714285714286	0.4285714285714286	4.357142857142858
true	false	true	0	0	0.01	0.01	1.0	0.5	1.0	1.0	0.0	0.8571428571428571	4.357142857142858
false	true	false	0	0	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.8571428571428571	5.523809523809524
true	true	false	0	0	0.01	0.01	1.0	0.5	1.0	1.0	0.0	0.8571428571428571	4.357142857142858
false	false	false	0	0	0.01	0.01	0.9500000000000001	0.6666666666666667	1.0	1.0	0.2857142857142857	0.1428571428571429	4.045238095238095
true	false	false	0	0	0.01	0.01	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	5.916666666666666
false	true	true	1	0	0.01	0.01	0.9	0.75	0.9090909090909091	1.0	1.0	0.2857142857142857	4.844805194805195
true	true	true	1	0	0.01	0.01	1.0	0.33333333333333337	1.0	1.0	0.4285714285714286	0.7142857142857143	4.476190476190476
false	false	true	1	0	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
true	false	true	1	0	0.01	0.01	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	5.916666666666666
false	true	false	1	0	0.01	0.01	1.0	0.6666666666666667	0.09090909090909094	1.0	0.8571428571428571	0.2857142857142857	3.9004329004329
true	true	false	1	0	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	0.2857142857142857	0.5714285714285714	4.523809523809524
false	false	false	1	0	0.01	0.01	0.9500000000000001	0.5	0.09090909090909094	1.0	1.0	0.5714285714285714	4.112337662337662
true	false	false	1	0	0.01	0.01	1.0	0.33333333333333337	1.0	1.0	0.2857142857142857	0.8571428571428571	4.476190476190476
false	true	true	2	0	0.01	0.01	1.0	0.75	1.0	1.0	0.8571428571428571	1.0	5.607142857142858
true	true	true	2	0	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	1.0	0.8571428571428571	5.690476190476191
false	false	true	2	0	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.380952380952381
true	false	true	2	0	0.01	0.01	1.0	0.75	1.0	1.0	0.8571428571428571	1.0	5.607142857142858
false	true	false	2	0	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
true	true	false	2	0	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.3809523809523805
false	false	false	2	0	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.7142857142857143	5.464285714285714
true	false	false	2	0	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.4285714285714286	5.095238095238096
false	true	true	0	1	0.01	0.01	0.9500000000000001	0.4166666666666667	1.0	0.9090909090909091	0.8571428571428571	0.5714285714285714	4.704329004329004
true	true	true	0	1	0.01	0.01	1.0	0.5	1.0	1.0	0.7142857142857143	0.7142857142857143	4.928571428571429
false	false	true	0	1	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	false	true	0	1	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.8571428571428571	5.607142857142857
false	true	false	0	1	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.8571428571428571	5.607142857142857
true	true	false	0	1	0.01	0.01	1.0	0.4166666666666667	1.0	1.0	0.7142857142857143	0.8571428571428571	4.988095238095238
false	false	false	0	1	0.01	0.01	1.0	0.4166666666666667	1.0	1.0	0.5714285714285714	0.8571428571428571	4.845238095238095
true	false	false	0	1	0.01	0.01	0.9500000000000001	0.5	1.0	1.0	0.7142857142857143	0.8571428571428571	5.021428571428571
false	true	true	1	1	0.01	0.01	0.9500000000000001	0.75	1.0	0.9090909090909091	0.4285714285714286	0.8571428571428571	4.894805194805195
true	true	true	1	1	0.01	0.01	1.0	0.5833333333333334	1.0	1.0	0.8571428571428571	0.4285714285714286	4.8690476190476195
false	false	true	1	1	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.8571428571428571	5.607142857142857
true	false	true	1	1	0.01	0.01	0.9500000000000001	0.75	1.0	0.9090909090909091	0.5714285714285714	1.0	5.1805194805194805
false	true	false	1	1	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
true	true	false	1	1	0.01	0.01	1.0	0.5	1.0	1.0	0.5714285714285714	1.0	5.071428571428571
false	false	false	1	1	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	false	false	1	1	0.01	0.01	0.9500000000000001	0.5	0.9090909090909091	1.0	0.1428571428571429	0.2857142857142857	3.7876623376623377
false	true	true	2	1	0.01	0.01	1.0	0.5833333333333334	1.0	1.0	0.7142857142857143	0.5714285714285714	4.8690476190476195
true	true	true	2	1	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.7142857142857143	5.464285714285714
false	false	true	2	1	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.8571428571428571	5.607142857142857
true	false	true	2	1	0.01	0.01	0.9500000000000001	0.6666666666666667	1.0	0.9090909090909091	0.8571428571428571	0.8571428571428571	5.24004329004329
false	true	false	2	1	0.01	0.01	0.8	0.5833333333333334	1.0	0.36363636363636365	0.7142857142857143	0.8571428571428571	4.318398268398268
true	true	false	2	1	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.5714285714285714	5.238095238095238
false	false	false	2	1	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	1.0	0.8571428571428571	5.690476190476191
true	false	false	2	1	0.01	0.01	0.9	0.6666666666666667	1.0	0.9090909090909091	0.2857142857142857	0.8571428571428571	4.618614718614719
false	true	true	0	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	true	0	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	true	0	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	true	0	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	false	0	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	false	0	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	false	0	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	false	0	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	true	1	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	true	1	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	true	1	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	true	1	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	false	1	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	false	1	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	false	1	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	false	1	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	true	2	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	true	2	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	true	2	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	true	2	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	false	2	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	true	false	2	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	false	false	2	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
true	false	false	2	2	0.01	0.01	NaN	NaN	NaN	NaN	NaN	NaN	(error)
false	true	true	0	3	0.01	0.01	1.0	0.6666666666666667	1.0	0.09090909090909094	0.1428571428571429	1.0	3.9004329004329006
true	true	true	0	3	0.01	0.01	1.0	0.75	1.0	1.0	0.8571428571428571	1.0	5.607142857142858
false	false	true	0	3	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
true	false	true	0	3	0.01	0.01	1.0	0.5833333333333334	1.0	1.0	0.0	0.8571428571428571	4.440476190476191
false	true	false	0	3	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.4285714285714286	5.095238095238096
true	true	false	0	3	0.01	0.01	1.0	0.5833333333333334	1.0	1.0	0.8571428571428571	0.4285714285714286	4.8690476190476195
false	false	false	0	3	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.5714285714285714	5.238095238095238
true	false	false	0	3	0.01	0.01	0.9	0.6666666666666667	1.0	0.9090909090909091	0.2857142857142857	0.5714285714285714	4.332900432900433
false	true	true	1	3	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.7142857142857143	5.464285714285714
true	true	true	1	3	0.01	0.01	0.9	0.5833333333333334	1.0	0.8181818181818181	0.1428571428571429	0.7142857142857143	4.1586580086580085
false	false	true	1	3	0.01	0.01	0.9	0.6666666666666667	1.0	0.9090909090909091	0.0	0.8571428571428571	4.332900432900433
true	false	true	1	3	0.01	0.01	0.85	0.8333333333333334	1.0	0.8181818181818181	0.1428571428571429	0.7142857142857143	4.358658008658009
false	true	false	1	3	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.4285714285714286	5.178571428571429
true	true	false	1	3	0.01	0.01	0.9500000000000001	0.8333333333333334	1.0	1.0	1.0	0.8571428571428571	5.64047619047619
false	false	false	1	3	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	1.0	0.8571428571428571	5.690476190476191
true	false	false	1	3	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.380952380952381
false	true	true	2	3	0.01	0.01	1.0	0.75	1.0	1.0	1.0	1.0	5.75
true	true	true	2	3	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	false	true	2	3	0.01	0.01	1.0	0.5833333333333334	1.0	1.0	1.0	0.2857142857142857	4.869047619047619
true	false	true	2	3	0.01	0.01	0.85	0.5833333333333334	1.0	0.2727272727272727	0.1428571428571429	0.7142857142857143	3.5632034632034637
false	true	false	2	3	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
true	true	false	2	3	0.01	0.01	1.0	0.5833333333333334	1.0	1.0	0.8571428571428571	0.7142857142857143	5.154761904761905
false	false	false	2	3	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.4285714285714286	5.095238095238096
true	false	false	2	3	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	true	true	0	4	0.01	0.01	1.0	0.8333333333333334	1.0	1.0	1.0	0.8571428571428571	5.690476190476191
true	true	true	0	4	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.380952380952381
false	false	true	0	4	0.01	0.01	1.0	0.8333333333333334	0.09090909090909094	1.0	0.7142857142857143	0.0	3.6385281385281387
true	false	true	0	4	0.01	0.01	1.0	0.75	1.0	1.0	1.0	0.8571428571428571	5.607142857142857
false	true	false	0	4	0.01	0.01	0.9500000000000001	0.5	1.0	1.0	0.5714285714285714	0.8571428571428571	4.878571428571428
true	true	false	0	4	0.01	0.01	1.0	0.6666666666666667	1.0	1.0	0.7142857142857143	0.1428571428571429	4.523809523809524
false	false	false	0	4	0.01	0.01	1.0	0.33333333333333337	1.0	1.0	0.5714285714285714	0.5714285714285714	4.476190476190476
true	false	false	0	4	0.01	0.01	1.0	0.5833333333333334	1.0	1.0	0.8571428571428571	0.8571428571428571	5.2976190476190474
false	true	true	1	4	0.01	0.01	1.0	0.5	1.0	1.0	0.7142857142857143	0.8571428571428571	5.071428571428571
true	true	true	1	4	0.01	0.01	0.85	0.8333333333333334	1.0	0.9090909090909091	1.0	0.8571428571428571	5.4495670995670995
false	false	true	1	4	0.01	0.01	0.9500000000000001	0.8333333333333334	1.0	0.9090909090909091	0.7142857142857143	1.0	5.406709956709957
true	false	true	1	4	0.01	0.01	0.9	0.75	0.9090909090909091	1.0	0.8571428571428571	0.0	4.416233766233766
false	true	false	1	4	0.01	0.01	0.8	0.5	0.9090909090909091	0.9090909090909091	0.1428571428571429	0.7142857142857143	3.975324675324676
true	true	false	1	4	0.01	0.01	1.0	0.5	1.0	1.0	0.2857142857142857	0.5714285714285714	4.357142857142857
false	false	false	1	4	0.01	0.01	1.0	0.75	1.0	1.0	0.8571428571428571	0.2857142857142857	4.892857142857142
true	false	false	1	4	0.01	0.01	0.9	0.8333333333333334	1.0	0.9090909090909091	0.8571428571428571	1.0	5.499567099567099
false	true	true	2	4	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	true	true	2	4	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	false	true	2	4	0.01	0.01	0.9500000000000001	0.33333333333333337	1.0	1.0	0.5714285714285714	0.5714285714285714	4.4261904761904765
true	false	true	2	4	0.01	0.01	1.0	0.5	1.0	1.0	0.8571428571428571	0.7142857142857143	5.071428571428571
false	true	false	2	4	0.01	0.01	1.0	1.0	1.0	1.0	0.8571428571428571	0.0	4.857142857142858
true	true	false	2	4	0.01	0.01	0.9	0.5	1.0	0.9090909090909091	0.2857142857142857	0.1428571428571429	3.7376623376623375
false	false	false	2	4	0.01	0.01	0.9500000000000001	0.6666666666666667	1.0	1.0	0.7142857142857143	1.0	5.330952380952381
true	false	false	2	4	0.01	0.01	0.9500000000000001	0.5	1.0	1.0	1.0	0.5714285714285714	5.021428571428571
false	true	true	0	0	0.1	0.01	1.0	0.8333333333333334	1.0	1.0	1.0	0.8571428571428571	5.690476190476191
true	true	true	0	0	0.1	0.01	1.0	0.5833333333333334	1.0	1.0	0.4285714285714286	1.0	5.011904761904762
false	false	true	0	0	0.1	0.01	1.0	0.75	1.0	1.0	1.0	0.2857142857142857	5.035714285714286
true	false	true	0	0	0.1	0.01	0.9	0.6666666666666667	1.0	0.9090909090909091	0.1428571428571429	0.1428571428571429	3.7614718614718616
false	true	false	0	0	0.1	0.01	1.0	0.75	1.0	1.0	0.0	0.7142857142857143	4.464285714285714
true	true	false	0	0	0.1	0.01	1.0	0.5	1.0	1.0	0.1428571428571429	0.4285714285714286	4.071428571428571
false	false	false	0	0	0.1	0.01	1.0	0.33333333333333337	1.0	1.0	0.7142857142857143	0.1428571428571429	4.190476190476191
true	false	false	0	0	0.1	0.01	1.0	0.5833333333333334	1.0	1.0	0.8571428571428571	0.8571428571428571	5.2976190476190474
false	true	true	1	0	0.1	0.01	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	5.916666666666666
true	true	true	1	0	0.1	0.01	0.9500000000000001	1.0	0.18181818181818177	1.0	0.8571428571428571	0.0	3.988961038961039
false	false	true	1	0	0.1	0.01	1.0	0.4166666666666667	1.0	1.0	0.7142857142857143	0.8571428571428571	4.988095238095238
true	false	true	1	0	0.1	0.01	1.0	0.75	1.0	1.0	0.7142857142857143	1.0	5.464285714285714
false	true	false	1	0	0.1	0.01	1.0	0.75	1.0	1.0	0.1428571428571429	0.1428571428571429	4.035714285714286
true	true	false	1	0	0.1	0.01	1.0	0.9166666666666666	1.0	1.0	0.0	0.7142857142857143	4.630952380952381
false	false	false	1	0	0.1	0.01	1.0	0.6666666666666667	1.0	1.0	0.1428571428571429	1.0	4.80952380952381
true	false	false	1	0	0.1	0.01	1.0	0.6666666666666667	1.0	1.0	1.0	1.0	5.666666666666667
false	true	true	2	0	0.1	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
true	true	true	2	0	0.1	0.01	1.0	0.4166666666666667	1.0	1.0	0.8571428571428571	0.7142857142857143	4.988095238095238
false	false	true	2	0	0.1	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.3809523809523805
true	false	true	2	0	0.1	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	true	false	2	0	0.1	0.01	0.9500000000000001	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.640476190476191
true	true	false	2	0	0.1	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.3809523809523805
false	false	false	2	0	0.1	0.01	1.0	0.5833333333333334	1.0	1.0	0.7142857142857143	1.0	5.2976190476190474
true	false	false	2	0	0.1	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.3809523809523805
false	true	true	0	1	0.1	0.01	0.9500000000000001	0.33333333333333337	1.0	0.9090909090909091	0.7142857142857143	0.4285714285714286	4.335281385281386
true	true	true	0	1	0.1	0.01	1.0	0.75	1.0	1.0	0.2857142857142857	1.0	5.035714285714286
false	false	true	0	1	0.1	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	false	true	0	1	0.1	0.01	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	5.916666666666666
false	true	false	0	1	0.1	0.01	1.0	0.8333333333333334	1.0	1.0	0.0	0.8571428571428571	4.690476190476191
true	true	false	0	1	0.1	0.01	1.0	0.33333333333333337	1.0	1.0	0.7142857142857143	0.1428571428571429	4.190476190476191
false	false	false	0	1	0.1	0.01	1.0	0.5833333333333334	1.0	1.0	1.0	0.7142857142857143	5.2976190476190474
true	false	false	0	1	0.1	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	true	true	1	1	0.1	0.01	1.0	0.75	1.0	1.0	1.0	0.4285714285714286	5.178571428571429
true	true	true	1	1	0.1	0.01	1.0	0.5	1.0	1.0	1.0	0.5714285714285714	5.071428571428571
false	false	true	1	1	0.1	0.01	0.9	0.4166666666666667	1.0	0.9090909090909091	0.1428571428571429	0.2857142857142857	3.6543290043290044
true	false	true	1	1	0.1	0.01	1.0	0.33333333333333337	1.0	1.0	0.4285714285714286	0.7142857142857143	4.476190476190476
false	true	false	1	1	0.1	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	true	false	1	1	0.1	0.01	0.9500000000000001	0.33333333333333337	1.0	0.18181818181818177	0.1428571428571429	0.7142857142857143	3.3222943722943725
false	false	false	1	1	0.1	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
true	false	false	1	1	0.1	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	1.0	5.523809523809524
false	true	true	2	1	0.1	0.01	1.0	0.8333333333333334	1.0	1.0	0.8571428571428571	1.0	5.690476190476191
true	true	true	2	1	0.1	0.01	1.0	1.0	1.0	1.0	1.0	1.0	6
false	false	true	2	1	0.1	0.01	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	1.0	5.523809523809524
true	false	true	2	1	0.1	0.01	1.0	0.8333333333333334	1.0	1.0	0.0	0.8571428571428571	4.690476190476191
false	true	false	2	1	0.1	0.01	1.0	0.5833333333333334	1.0	1.0	0.8571428571428571	0.7142857142857143	5.154761904761905
true	true	false	2	1	0.1	0.01	0.9500000000000001	0.5	1.0	1.0	0.5714285714285714	0.5714285714285714	4.5928571428571425
false	false	false	2	1	0.1	0.01	1.0	0.4166666666666667	1.0	1.0	0.8571428571428571	0.5714285714285714	4.845238095238095
